record_id,player_id,team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,match_outcome,mvp_award,kda_ratio,kill_death_diff,is_mvp
1267,6,titan esports,support,skyline,group stage,12.0,4.0,22.0,47.09,207.56,0.31,26.45,0.68,win,no,0.7272727272727273,-10.0,0
1268,206,cyberx,flex,desert storm,qualifier,14.0,9.0,11.0,50.14,242.69,0.55,45.57,1.0,win,no,2.090909090909091,3.0,0
1269,122,team alpha,sniper,neon city,playoff,18.0,10.0,11.0,36.95,278.18,0.02,53.27,1.0,win,no,2.5454545454545454,7.0,0
1270,497,red vortex,flex,skyline,playoff,9.0,9.0,6.0,45.18,175.42,0.17,41.89,0.97,win,no,3.0,3.0,0
1271,416,red vortex,sniper,desert storm,group stage,16.0,8.0,10.0,46.35,226.91,0.97,43.47,0.98,win,no,2.4,6.0,0
1272,113,team nova,flex,skyline,semi-final,15.0,11.0,11.0,64.25,202.44,0.09,61.23,1.0,win,yes,2.3636363636363638,4.0,1
1273,481,phantom squad,entry fragger,skyline,semi-final,25.0,10.0,11.0,62.13,274.69,0.87,71.36,1.0,win,yes,3.1818181818181817,14.0,1
1274,194,phantom squad,sniper,frozen base,playoff,21.0,12.0,9.0,51.72,206.81,0.96,61.26,0.99,win,yes,3.6666666666666665,12.0,1
1275,460,cyberx,flex,dust arena,playoff,18.0,11.0,9.0,48.79,253.07,0.65,55.89,1.0,win,no,3.2222222222222223,9.0,0
1276,256,titan esports,sniper,frozen base,group stage,13.0,8.0,10.0,37.46,267.06,0.46,38.13,0.84,win,no,2.1,3.0,0
1277,389,titan esports,flex,neon city,playoff,10.0,5.0,9.0,29.2,242.2,0.42,26.4,0.72,win,no,1.6666666666666667,1.0,0
1278,31,titan esports,support,dust arena,playoff,16.0,9.0,10.0,48.42,222.14,0.75,47.71,0.89,win,no,2.5,6.0,0
1279,312,titan esports,igl,neon city,group stage,14.0,7.0,12.0,35.8,213.07,0.41,36.8,0.9,win,no,1.75,2.0,0
1280,206,team nova,flex,skyline,final,17.0,9.0,11.0,46.64,199.84,0.77,47.62,1.0,win,no,2.3636363636363638,6.0,0
1281,75,cyberx,entry fragger,desert storm,qualifier,14.0,7.0,6.0,49.36,175.16,0.53,48.38,1.0,win,no,3.5,8.0,0
1282,159,phantom squad,sniper,dust arena,playoff,19.0,4.0,11.0,50.79,205.75,0.71,49.29,0.98,win,no,2.090909090909091,8.0,0
1283,142,team nova,sniper,frozen base,semi-final,22.0,4.0,14.0,58.01,225.88,0.78,55.2,1.0,win,no,1.8571428571428572,8.0,0
1284,330,team nova,support,frozen base,final,19.0,3.0,6.0,46.41,241.52,0.8,50.2,0.95,win,no,3.6666666666666665,13.0,0
1285,267,phantom squad,igl,desert storm,semi-final,12.0,14.0,7.0,37.93,240.82,0.62,43.77,0.82,win,no,3.7142857142857144,5.0,0
1286,126,titan esports,entry fragger,frozen base,final,15.0,5.0,6.0,43.52,211.87,0.15,49.26,1.0,win,no,3.3333333333333335,9.0,0
1287,100,titan esports,igl,neon city,qualifier,9.0,5.0,11.0,51.94,262.91,0.34,34.57,0.61,win,no,1.2727272727272727,-2.0,0
1288,200,team alpha,entry fragger,dust arena,qualifier,17.0,11.0,9.0,49.9,197.21,0.36,57.35,0.99,win,no,3.111111111111111,8.0,0
1289,263,team nova,flex,frozen base,group stage,16.0,4.0,12.0,47.5,241.91,0.86,39.15,0.92,win,no,1.6666666666666667,4.0,0
1290,333,red vortex,entry fragger,desert storm,playoff,13.0,14.0,2.0,53.34,218.73,0.85,56.17,1.0,win,no,13.5,11.0,0
1291,20,titan esports,support,desert storm,playoff,15.0,4.0,13.0,35.63,250.55,0.8,30.81,0.98,win,no,1.4615384615384615,2.0,0
1292,361,team alpha,igl,skyline,final,22.0,5.0,7.0,37.03,217.69,0.59,54.62,1.0,win,no,3.857142857142857,15.0,0
1293,226,red vortex,flex,frozen base,final,20.0,8.0,9.0,51.54,227.3,0.33,61.47,1.0,win,yes,3.111111111111111,11.0,1
1294,18,team alpha,support,frozen base,final,7.0,8.0,7.0,40.27,270.53,0.49,30.24,0.8,win,no,2.142857142857143,0.0,0
1295,240,team nova,flex,desert storm,final,10.0,14.0,6.0,38.36,164.27,0.06,46.58,0.91,win,no,4.0,4.0,0
1296,470,red vortex,sniper,desert storm,group stage,21.0,4.0,9.0,53.51,196.4,0.3,60.75,1.0,win,yes,2.7777777777777777,12.0,1
1297,363,red vortex,entry fragger,neon city,qualifier,15.0,7.0,5.0,42.47,204.98,0.18,51.44,1.0,win,no,4.4,10.0,0
1298,383,titan esports,entry fragger,dust arena,qualifier,16.0,9.0,10.0,35.89,248.51,0.03,48.65,0.95,win,no,2.5,6.0,0
1299,359,titan esports,sniper,neon city,semi-final,14.0,11.0,8.0,48.3,235.6,0.85,46.65,1.0,win,no,3.125,6.0,0
1300,329,red vortex,sniper,dust arena,final,12.0,14.0,13.0,32.55,224.77,0.27,38.57,0.78,win,no,2.0,-1.0,0
1301,291,cyberx,sniper,dust arena,semi-final,14.0,5.0,10.0,51.84,233.42,0.96,39.32,0.91,win,no,1.9,4.0,0
1302,268,titan esports,flex,frozen base,group stage,10.0,7.0,11.0,34.51,240.46,0.96,23.65,0.86,win,no,1.5454545454545454,-1.0,0
1303,106,red vortex,igl,desert storm,group stage,16.0,6.0,15.0,34.73,192.67,0.41,36.26,0.93,win,no,1.4666666666666666,1.0,0
1304,293,red vortex,entry fragger,skyline,final,11.0,5.0,12.0,48.16,232.78,0.63,32.78,1.0,win,no,1.3333333333333333,-1.0,0
1305,398,phantom squad,sniper,neon city,playoff,16.0,7.0,7.0,59.72,212.15,0.42,57.66,1.0,win,no,3.2857142857142856,9.0,0
1306,181,phantom squad,igl,frozen base,playoff,16.0,7.0,11.0,48.17,145.29,0.35,48.59,0.92,win,no,2.090909090909091,5.0,0
1307,159,red vortex,flex,neon city,playoff,9.0,7.0,10.0,50.93,250.15,0.14,39.07,1.0,win,no,1.6,-1.0,0
1308,187,red vortex,entry fragger,desert storm,playoff,12.0,3.0,14.0,50.65,303.58,0.33,35.03,0.95,win,no,1.0714285714285714,-2.0,0
1309,136,team alpha,entry fragger,frozen base,playoff,12.0,7.0,8.0,42.47,215.72,0.37,40.53,0.89,win,no,2.375,4.0,0
1310,191,team nova,entry fragger,skyline,group stage,18.0,5.0,12.0,45.13,228.56,0.13,50.27,0.9,win,no,1.9166666666666667,6.0,0
1311,197,team nova,igl,skyline,playoff,14.0,5.0,6.0,44.33,169.58,0.24,46.77,0.88,win,no,3.1666666666666665,8.0,0
1312,142,cyberx,support,dust arena,semi-final,10.0,10.0,10.0,47.25,307.61,0.24,41.23,0.93,win,no,2.0,0.0,0
1313,93,team alpha,entry fragger,skyline,playoff,16.0,7.0,5.0,48.83,221.01,0.36,54.81,1.0,win,no,4.6,11.0,0
1314,441,cyberx,flex,desert storm,group stage,14.0,10.0,9.0,29.6,223.1,0.5,38.8,0.82,win,no,2.6666666666666665,5.0,0
1315,312,red vortex,sniper,neon city,playoff,15.0,12.0,3.0,47.83,225.69,0.64,56.52,1.0,win,no,9.0,12.0,0
1316,434,red vortex,igl,skyline,qualifier,7.0,6.0,15.0,40.02,225.6,0.08,24.21,0.76,win,no,0.8666666666666667,-8.0,0
1317,304,phantom squad,igl,frozen base,semi-final,11.0,8.0,13.0,42.99,176.29,0.69,31.6,0.88,win,no,1.4615384615384615,-2.0,0
1318,400,phantom squad,sniper,desert storm,playoff,10.0,8.0,16.0,64.14,190.32,0.07,43.37,0.94,win,no,1.125,-6.0,0
1319,45,cyberx,igl,skyline,qualifier,14.0,8.0,17.0,41.04,254.96,0.99,29.62,0.65,win,no,1.2941176470588236,-3.0,0
1320,24,cyberx,igl,desert storm,group stage,18.0,11.0,15.0,34.79,213.49,0.9,40.39,0.93,win,no,1.9333333333333333,3.0,0
1321,267,red vortex,flex,frozen base,final,16.0,5.0,11.0,54.83,175.78,0.05,52.91,1.0,win,no,1.9090909090909092,5.0,0
1322,136,phantom squad,sniper,neon city,group stage,13.0,13.0,6.0,29.4,215.77,0.88,38.9,0.93,win,no,4.333333333333333,7.0,0
1323,114,cyberx,igl,neon city,playoff,10.0,3.0,6.0,60.86,291.77,0.84,39.03,0.9,win,no,2.1666666666666665,4.0,0
1324,129,titan esports,sniper,neon city,group stage,22.0,10.0,17.0,50.15,183.96,0.05,61.58,1.0,win,yes,1.8823529411764706,5.0,1
1325,150,team nova,igl,neon city,semi-final,14.0,17.0,7.0,42.1,218.05,0.35,55.55,1.0,win,no,4.428571428571429,7.0,0
1326,326,team alpha,sniper,dust arena,qualifier,15.0,5.0,12.0,49.55,241.57,0.07,47.07,0.84,win,no,1.6666666666666667,3.0,0
1327,352,phantom squad,igl,desert storm,final,9.0,15.0,10.0,37.36,229.68,0.39,37.78,0.85,win,no,2.4,-1.0,0
1328,198,red vortex,entry fragger,skyline,playoff,9.0,10.0,13.0,35.55,240.4,0.29,29.88,1.0,win,no,1.4615384615384615,-4.0,0
1329,382,titan esports,flex,frozen base,group stage,12.0,4.0,11.0,28.91,194.53,0.65,24.95,0.8,win,no,1.4545454545454546,1.0,0
1330,201,titan esports,entry fragger,dust arena,qualifier,13.0,6.0,7.0,44.72,197.33,0.41,43.26,1.0,win,no,2.7142857142857144,6.0,0
1331,451,team nova,flex,frozen base,playoff,5.0,9.0,15.0,39.46,234.7,0.62,17.53,0.66,win,no,0.9333333333333333,-10.0,0
1332,133,titan esports,support,skyline,playoff,10.0,6.0,4.0,53.61,185.94,0.57,43.11,0.67,win,no,4.0,6.0,0
1333,363,cyberx,entry fragger,neon city,group stage,17.0,3.0,12.0,44.82,241.55,0.45,42.91,1.0,win,no,1.6666666666666667,5.0,0
1334,307,phantom squad,flex,frozen base,semi-final,14.0,7.0,10.0,52.54,223.75,0.33,47.97,0.89,win,no,2.1,4.0,0
1335,471,cyberx,flex,skyline,semi-final,11.0,13.0,14.0,42.7,250.36,0.26,39.75,0.7,win,no,1.7142857142857142,-3.0,0
1336,473,red vortex,igl,desert storm,group stage,17.0,12.0,11.0,57.47,252.7,0.36,60.13,1.0,win,yes,2.6363636363636362,6.0,1
1337,377,team alpha,entry fragger,desert storm,group stage,14.0,6.0,16.0,43.71,205.77,0.62,33.66,0.8,win,no,1.25,-2.0,0
1338,102,red vortex,entry fragger,frozen base,qualifier,15.0,8.0,12.0,44.43,193.94,0.56,42.62,1.0,win,no,1.9166666666666667,3.0,0
1339,108,red vortex,sniper,frozen base,playoff,12.0,10.0,11.0,41.13,231.8,0.53,38.27,0.84,win,no,2.0,1.0,0
1340,453,red vortex,flex,skyline,semi-final,14.0,3.0,7.0,51.7,228.25,0.21,47.75,0.92,win,no,2.4285714285714284,7.0,0
1341,378,team alpha,sniper,skyline,group stage,22.0,7.0,10.0,51.88,200.73,0.67,60.24,1.0,win,yes,2.9,12.0,1
1342,285,cyberx,igl,neon city,final,25.0,4.0,13.0,59.71,252.93,0.7,63.86,0.98,win,yes,2.230769230769231,12.0,1
1343,265,titan esports,flex,neon city,group stage,11.0,9.0,6.0,48.89,180.49,0.38,45.65,0.97,win,no,3.3333333333333335,5.0,0
1344,67,team alpha,support,skyline,qualifier,17.0,9.0,15.0,37.88,171.64,0.11,45.84,0.99,win,no,1.7333333333333334,2.0,0
1345,406,cyberx,entry fragger,neon city,semi-final,14.0,8.0,9.0,50.25,264.8,0.65,45.62,0.89,win,no,2.4444444444444446,5.0,0
1346,206,team alpha,igl,neon city,group stage,12.0,8.0,8.0,36.42,244.13,0.78,34.41,0.83,win,no,2.5,4.0,0
1347,34,phantom squad,flex,dust arena,playoff,18.0,6.0,11.0,52.08,191.96,0.77,49.34,1.0,win,no,2.1818181818181817,7.0,0
1348,167,titan esports,igl,dust arena,group stage,18.0,4.0,10.0,51.14,216.86,0.73,48.27,0.88,win,no,2.2,8.0,0
1349,332,cyberx,flex,frozen base,semi-final,19.0,8.0,10.0,55.32,150.8,0.98,53.86,1.0,win,no,2.7,9.0,0
1350,96,cyberx,flex,dust arena,group stage,14.0,13.0,5.0,42.05,199.36,0.82,48.83,0.96,win,no,5.4,9.0,0
1351,247,red vortex,sniper,dust arena,playoff,17.0,9.0,7.0,37.18,183.78,0.42,50.39,0.88,win,no,3.7142857142857144,10.0,0
1352,72,team nova,entry fragger,skyline,final,20.0,9.0,13.0,51.99,243.84,0.61,55.9,0.83,win,no,2.230769230769231,7.0,0
1353,480,cyberx,support,skyline,final,10.0,4.0,9.0,41.92,179.52,0.31,32.86,0.77,win,no,1.5555555555555556,1.0,0
1354,105,cyberx,sniper,skyline,qualifier,10.0,7.0,8.0,40.14,230.52,0.85,30.57,0.7,win,no,2.125,2.0,0
1355,8,phantom squad,entry fragger,skyline,group stage,10.0,7.0,15.0,47.75,242.67,0.37,32.17,0.87,win,no,1.1333333333333333,-5.0,0
1356,67,team alpha,entry fragger,desert storm,group stage,16.0,7.0,15.0,41.1,245.99,0.03,44.25,0.97,win,no,1.5333333333333334,1.0,0
1357,98,team nova,flex,desert storm,qualifier,19.0,6.0,13.0,54.42,208.19,0.21,56.11,1.0,win,no,1.9230769230769231,6.0,0
1358,101,cyberx,sniper,neon city,semi-final,13.0,10.0,6.0,53.95,230.26,0.88,48.17,1.0,win,no,3.8333333333333335,7.0,0
1359,333,team alpha,support,dust arena,qualifier,13.0,9.0,11.0,50.7,196.37,0.3,46.35,0.94,win,no,2.0,2.0,0
1360,206,cyberx,support,neon city,playoff,10.0,8.0,10.0,30.82,210.55,0.97,23.71,0.74,win,no,1.8,0.0,0
1361,170,cyberx,flex,skyline,final,12.0,10.0,15.0,40.05,206.35,0.18,37.23,0.91,win,no,1.4666666666666666,-3.0,0
1362,434,team alpha,entry fragger,frozen base,group stage,24.0,12.0,10.0,55.59,188.82,0.12,76.59,1.0,win,yes,3.6,14.0,1
1363,436,titan esports,support,frozen base,final,12.0,5.0,6.0,52.64,207.27,0.01,49.22,0.9,win,no,2.8333333333333335,6.0,0
1364,204,titan esports,flex,dust arena,playoff,15.0,12.0,5.0,47.78,212.68,0.42,56.69,0.99,win,no,5.4,10.0,0
1365,252,team alpha,sniper,neon city,qualifier,11.0,8.0,15.0,58.09,211.27,0.58,38.25,0.83,win,no,1.2666666666666666,-4.0,0
1366,177,phantom squad,support,neon city,qualifier,13.0,10.0,12.0,36.83,216.79,0.82,34.22,0.9,win,no,1.9166666666666667,1.0,0
1367,177,phantom squad,support,skyline,semi-final,12.0,13.0,14.0,54.59,211.21,0.09,49.4,1.0,win,no,1.7857142857142858,-2.0,0
1368,133,red vortex,igl,dust arena,final,17.0,7.0,12.0,43.89,215.85,0.84,42.55,0.86,win,no,2.0,5.0,0
1369,282,titan esports,igl,skyline,final,10.0,8.0,5.0,41.74,201.49,0.45,39.37,0.98,win,no,3.6,5.0,0
1370,280,cyberx,flex,dust arena,semi-final,16.0,5.0,8.0,42.79,196.84,0.25,47.89,0.94,win,no,2.625,8.0,0
1371,295,cyberx,igl,dust arena,semi-final,17.0,6.0,11.0,38.41,198.55,0.07,47.5,0.92,win,no,2.090909090909091,6.0,0
1372,42,red vortex,flex,neon city,playoff,17.0,14.0,9.0,28.11,203.39,0.05,52.55,1.0,win,no,3.4444444444444446,8.0,0
1373,177,cyberx,sniper,neon city,qualifier,10.0,12.0,10.0,57.41,243.08,0.83,42.41,0.91,win,no,2.2,0.0,0
1374,420,titan esports,sniper,skyline,qualifier,18.0,4.0,11.0,50.82,157.24,0.17,52.71,1.0,win,no,2.0,7.0,0
1375,49,team nova,igl,frozen base,group stage,8.0,7.0,10.0,57.57,241.96,0.06,41.18,0.76,win,no,1.5,-2.0,0
1376,232,red vortex,sniper,neon city,semi-final,12.0,7.0,6.0,41.68,220.18,0.54,40.44,0.92,win,no,3.1666666666666665,6.0,0
1377,138,team alpha,sniper,neon city,playoff,13.0,7.0,7.0,38.61,269.65,0.78,37.5,0.79,win,no,2.857142857142857,6.0,0
1378,189,team alpha,support,dust arena,group stage,16.0,9.0,11.0,49.88,228.95,0.15,53.44,1.0,win,no,2.272727272727273,5.0,0
1379,445,team nova,sniper,skyline,group stage,20.0,11.0,9.0,35.84,178.56,0.34,56.52,1.0,win,no,3.4444444444444446,11.0,0
1380,271,team nova,flex,frozen base,qualifier,18.0,7.0,13.0,44.91,242.63,0.04,52.05,0.87,win,no,1.9230769230769231,5.0,0
1381,326,team alpha,support,neon city,playoff,18.0,5.0,11.0,45.93,218.94,0.22,50.77,0.8,win,no,2.090909090909091,7.0,0
1382,235,cyberx,sniper,neon city,qualifier,13.0,6.0,5.0,55.14,218.03,0.4,50.57,0.9,win,no,3.8,8.0,0
1383,387,cyberx,flex,skyline,final,18.0,11.0,12.0,61.31,258.0,0.57,59.95,1.0,win,no,2.4166666666666665,6.0,0
1384,302,red vortex,igl,dust arena,semi-final,15.0,4.0,8.0,40.27,227.51,0.98,36.34,0.77,win,no,2.375,7.0,0
1385,382,red vortex,sniper,dust arena,final,12.0,10.0,8.0,39.45,198.4,0.52,40.52,0.74,win,no,2.75,4.0,0
1386,233,red vortex,sniper,neon city,final,7.0,10.0,16.0,39.2,261.34,0.39,23.7,0.94,win,no,1.0625,-9.0,0
1387,138,titan esports,flex,dust arena,qualifier,11.0,6.0,8.0,41.53,237.02,0.31,37.66,0.82,win,no,2.125,3.0,0
1388,229,red vortex,igl,skyline,group stage,11.0,9.0,8.0,29.56,212.16,0.74,30.38,0.92,win,no,2.5,3.0,0
1389,446,phantom squad,sniper,dust arena,qualifier,17.0,13.0,11.0,38.05,213.08,0.1,54.02,1.0,win,no,2.727272727272727,6.0,0
1390,475,team nova,sniper,neon city,qualifier,19.0,8.0,9.0,55.99,228.14,0.82,56.8,1.0,win,no,3.0,10.0,0
1391,184,phantom squad,entry fragger,dust arena,group stage,15.0,9.0,17.0,47.4,204.49,0.63,39.4,0.87,win,no,1.411764705882353,-2.0,0
1392,390,red vortex,igl,skyline,group stage,10.0,4.0,7.0,39.8,249.99,0.64,30.5,0.78,win,no,2.0,3.0,0
1393,207,team alpha,igl,neon city,group stage,13.0,11.0,18.0,59.74,208.28,0.52,43.67,0.87,win,no,1.3333333333333333,-5.0,0
1394,437,team alpha,flex,desert storm,final,16.0,10.0,10.0,43.46,256.84,0.03,53.43,0.9,win,no,2.6,6.0,0
1395,162,phantom squad,entry fragger,neon city,playoff,16.0,7.0,11.0,51.52,225.03,0.91,44.66,0.91,win,no,2.090909090909091,5.0,0
1396,192,red vortex,flex,dust arena,semi-final,15.0,13.0,13.0,36.56,188.18,0.87,39.58,1.0,win,no,2.1538461538461537,2.0,0
1397,285,team alpha,support,frozen base,semi-final,18.0,11.0,8.0,58.46,210.69,0.16,66.63,1.0,win,yes,3.625,10.0,1
1398,480,cyberx,support,dust arena,qualifier,20.0,8.0,7.0,42.75,243.56,0.36,58.77,1.0,win,no,4.0,13.0,0
1399,161,team nova,flex,neon city,semi-final,22.0,9.0,10.0,45.01,195.15,0.71,58.4,1.0,win,no,3.1,12.0,0
1400,82,cyberx,entry fragger,dust arena,semi-final,9.0,4.0,8.0,47.21,263.82,0.94,28.21,0.9,win,no,1.625,1.0,0
1401,224,team alpha,support,desert storm,semi-final,15.0,11.0,6.0,37.52,274.37,0.48,48.96,1.0,win,no,4.333333333333333,9.0,0
1402,104,team nova,igl,desert storm,final,15.0,5.0,12.0,51.39,203.66,0.1,47.7,1.0,win,no,1.6666666666666667,3.0,0
1403,286,team nova,support,neon city,qualifier,16.0,10.0,6.0,44.32,200.42,0.25,55.66,1.0,win,no,4.333333333333333,10.0,0
1404,77,team alpha,entry fragger,dust arena,final,11.0,10.0,6.0,38.27,274.79,0.92,35.94,0.77,win,no,3.5,5.0,0
1405,450,phantom squad,igl,desert storm,qualifier,23.0,15.0,12.0,44.83,210.38,0.74,64.01,1.0,win,yes,3.1666666666666665,11.0,1
1406,456,cyberx,support,neon city,group stage,12.0,11.0,8.0,44.96,207.12,0.56,43.88,0.83,win,no,2.875,4.0,0
1407,454,team nova,igl,neon city,semi-final,17.0,12.0,11.0,53.88,181.91,0.16,60.34,1.0,win,yes,2.6363636363636362,6.0,1
1408,476,red vortex,sniper,dust arena,final,17.0,6.0,6.0,36.62,224.8,0.58,46.51,0.91,win,no,3.8333333333333335,11.0,0
1409,206,phantom squad,flex,frozen base,group stage,11.0,4.0,7.0,45.74,165.69,0.92,32.67,0.95,win,no,2.142857142857143,4.0,0
1410,493,team alpha,sniper,frozen base,semi-final,14.0,7.0,15.0,49.73,218.92,0.3,41.86,0.84,win,no,1.4,-1.0,0
1411,226,titan esports,flex,neon city,group stage,14.0,9.0,12.0,54.89,229.85,0.39,48.55,1.0,win,no,1.9166666666666667,2.0,0
1412,189,phantom squad,flex,neon city,qualifier,19.0,8.0,11.0,34.54,236.15,0.53,46.97,0.83,win,no,2.4545454545454546,8.0,0
1413,227,phantom squad,igl,desert storm,final,12.0,5.0,13.0,50.96,195.4,0.17,39.78,0.86,win,no,1.3076923076923077,-1.0,0
1414,177,cyberx,sniper,neon city,final,13.0,15.0,8.0,32.62,186.53,0.39,45.41,0.96,win,no,3.5,5.0,0
1415,270,phantom squad,igl,frozen base,final,11.0,4.0,5.0,51.29,237.71,0.47,41.94,0.9,win,no,3.0,6.0,0
1416,474,titan esports,flex,skyline,qualifier,12.0,5.0,5.0,46.64,236.99,0.21,45.22,1.0,win,no,3.4,7.0,0
1417,192,titan esports,entry fragger,neon city,group stage,12.0,9.0,7.0,39.14,239.78,0.59,39.67,1.0,win,no,3.0,5.0,0
1418,274,phantom squad,entry fragger,frozen base,final,17.0,5.0,11.0,55.48,232.53,0.03,55.44,1.0,win,no,2.0,6.0,0
1419,164,red vortex,entry fragger,dust arena,semi-final,17.0,9.0,15.0,36.14,220.74,0.9,37.07,0.89,win,no,1.7333333333333334,2.0,0
1420,290,team nova,entry fragger,dust arena,semi-final,17.0,11.0,8.0,46.01,251.7,0.07,59.3,1.0,win,no,3.5,9.0,0
1421,419,red vortex,igl,frozen base,group stage,14.0,7.0,10.0,52.45,244.74,0.04,50.83,1.0,win,no,2.1,4.0,0
1422,385,red vortex,entry fragger,desert storm,final,21.0,4.0,7.0,40.78,149.47,0.46,54.79,0.95,win,no,3.5714285714285716,14.0,0
1423,246,cyberx,entry fragger,dust arena,final,18.0,11.0,9.0,44.52,206.62,0.6,54.26,1.0,win,no,3.2222222222222223,9.0,0
1424,427,red vortex,support,neon city,qualifier,7.0,10.0,8.0,30.49,198.84,0.27,28.54,0.78,win,no,2.125,-1.0,0
1425,204,titan esports,flex,dust arena,semi-final,12.0,18.0,13.0,66.38,193.37,0.6,56.19,1.0,win,no,2.3076923076923075,-1.0,0
1426,347,team nova,entry fragger,dust arena,final,19.0,9.0,9.0,49.06,285.1,0.96,52.93,1.0,win,no,3.111111111111111,10.0,0
1427,247,team nova,entry fragger,skyline,final,16.0,8.0,9.0,36.32,192.83,0.81,41.06,0.64,win,no,2.6666666666666665,7.0,0
1428,386,phantom squad,sniper,skyline,semi-final,15.0,11.0,13.0,53.8,167.38,0.92,45.7,0.99,win,no,2.0,2.0,0
1429,271,red vortex,flex,neon city,playoff,14.0,8.0,12.0,46.1,211.1,0.5,42.05,1.0,win,no,1.8333333333333333,2.0,0
1430,243,titan esports,support,dust arena,semi-final,8.0,11.0,2.0,49.97,204.13,0.8,41.98,0.9,win,no,9.5,6.0,0
1431,28,team alpha,igl,dust arena,group stage,14.0,7.0,15.0,43.19,187.7,0.78,33.8,0.83,win,no,1.4,-1.0,0
1432,79,team alpha,entry fragger,skyline,semi-final,11.0,7.0,11.0,43.71,240.14,0.99,29.96,0.69,win,no,1.6363636363636365,0.0,0
1433,185,phantom squad,entry fragger,dust arena,final,7.0,7.0,17.0,52.72,227.49,0.08,29.56,0.92,win,no,0.8235294117647058,-10.0,0
1434,193,red vortex,support,neon city,final,12.0,15.0,6.0,46.7,227.04,0.31,53.25,1.0,win,no,4.5,6.0,0
1435,139,team alpha,flex,skyline,semi-final,19.0,9.0,17.0,48.54,198.93,0.04,53.87,1.0,win,no,1.6470588235294117,2.0,0
1436,311,red vortex,entry fragger,neon city,qualifier,16.0,9.0,12.0,44.43,235.14,0.67,44.52,0.88,win,no,2.0833333333333335,4.0,0
1437,125,team alpha,sniper,dust arena,group stage,17.0,7.0,12.0,36.38,228.06,0.4,43.19,0.91,win,no,2.0,5.0,0
1438,492,red vortex,igl,skyline,final,20.0,9.0,9.0,39.45,192.69,0.02,59.52,0.94,win,no,3.2222222222222223,11.0,0
1439,253,team alpha,flex,skyline,final,23.0,9.0,8.0,45.92,205.58,0.52,64.76,1.0,win,yes,4.0,15.0,1
1440,75,cyberx,entry fragger,skyline,playoff,10.0,7.0,8.0,57.09,232.14,0.06,46.95,0.89,win,no,2.125,2.0,0
1441,490,titan esports,support,dust arena,final,13.0,11.0,7.0,52.58,204.21,0.65,49.79,1.0,win,no,3.4285714285714284,6.0,0
1442,201,team alpha,sniper,frozen base,qualifier,15.0,7.0,12.0,40.66,230.71,0.01,45.23,0.82,win,no,1.8333333333333333,3.0,0
1443,465,phantom squad,sniper,desert storm,final,18.0,5.0,11.0,63.03,258.56,0.8,53.52,1.0,win,no,2.090909090909091,7.0,0
1444,109,red vortex,flex,neon city,group stage,15.0,9.0,15.0,49.87,219.52,0.51,43.84,0.93,win,no,1.6,0.0,0
1445,339,team alpha,entry fragger,frozen base,final,9.0,7.0,15.0,31.48,171.83,0.89,16.84,0.73,win,no,1.0666666666666667,-6.0,0
1446,425,team alpha,entry fragger,dust arena,final,16.0,9.0,9.0,35.45,249.46,0.48,44.93,1.0,win,no,2.7777777777777777,7.0,0
1447,7,team alpha,entry fragger,frozen base,group stage,15.0,8.0,12.0,46.65,272.33,0.44,44.93,1.0,win,no,1.9166666666666667,3.0,0
1448,460,titan esports,support,desert storm,playoff,20.0,7.0,9.0,34.46,230.56,0.02,55.03,0.85,win,no,3.0,11.0,0
1449,269,phantom squad,entry fragger,dust arena,qualifier,20.0,13.0,18.0,51.24,189.24,0.91,51.52,1.0,win,no,1.8333333333333333,2.0,0
1450,230,team nova,entry fragger,neon city,final,17.0,9.0,8.0,37.93,201.87,0.29,51.07,1.0,win,no,3.25,9.0,0
1451,481,team nova,entry fragger,frozen base,playoff,16.0,4.0,9.0,50.23,204.72,0.86,43.51,0.79,win,no,2.2222222222222223,7.0,0
1452,128,titan esports,flex,skyline,semi-final,18.0,4.0,12.0,33.43,216.83,0.71,37.62,0.8,win,no,1.8333333333333333,6.0,0
1453,12,team alpha,igl,neon city,qualifier,7.0,8.0,11.0,38.07,199.74,0.2,28.04,0.87,win,no,1.3636363636363635,-4.0,0
1454,69,cyberx,flex,skyline,group stage,18.0,6.0,6.0,49.23,214.82,0.04,60.21,1.0,win,yes,4.0,12.0,1
1455,198,team nova,support,skyline,semi-final,17.0,8.0,11.0,39.87,279.14,0.97,41.23,0.87,win,no,2.272727272727273,6.0,0
1456,433,titan esports,flex,desert storm,playoff,18.0,6.0,8.0,48.3,222.24,0.62,51.95,0.92,win,no,3.0,10.0,0
1457,428,team nova,flex,desert storm,qualifier,14.0,4.0,8.0,51.27,203.03,0.16,48.04,1.0,win,no,2.25,6.0,0
1458,456,titan esports,entry fragger,skyline,qualifier,13.0,8.0,10.0,53.73,227.76,0.93,41.56,0.89,win,no,2.1,3.0,0
1459,379,team alpha,igl,dust arena,group stage,11.0,7.0,9.0,47.22,290.33,0.43,39.31,0.89,win,no,2.0,2.0,0
1460,233,red vortex,entry fragger,dust arena,semi-final,14.0,9.0,11.0,55.41,297.62,0.9,44.7,0.94,win,no,2.090909090909091,3.0,0
